GeneId	Chr	Start	End	Intron_Start	Intron_End	Log2TPMRatio	TPM_1	TPM_2	minusLog10PValue	PValue	RValue_1	RValue_2
ZNF133	chr20	18268927	18297640	18269249	18270542	3.00878	0.0695603	0.00864227	11.1976	6.34445e-12	-0.670899	-1.31167
LINC00851	chr20	18359693	18362127	18359714	18361422	-1.30939	0.00113882	0.0028224	2.14756	0.00711941	0.086104	-2.07716
LOC101929526	chr20	18655039	18679352	18659624	18672611	0.78571	0.0040403	0.00234364	5.16449	6.84714e-06	-0.779539	-1.61169
SLC24A3	chr20	19193290	19703541	19193629	19222945	2.28934	0.00109943	0.00022491	4.68208	2.07933e-05	-1.5014	0.54137
SLC24A3	chr20	19193290	19703541	19496209	19560643	0.700394	0.000515919	0.000317499	2.71887	0.00191041	-5.56774	0.0681201
SLC24A3	chr20	19193290	19703541	19679325	19698171	1.59579	0.00074004	0.000244836	3.05549	0.000880059	-4.42464	0.551465
CFAP61	chr20	20033158	20341346	20150105	20152424	-1.54012	0.000159941	0.000465137	2.17348	0.00670682	-0.525786	-3.32613
CFAP61	chr20	20033158	20341346	20172064	20177213	-1.09529	0.000163215	0.000348717	2.21408	0.00610832	-1.43802	0.306104
CFAP61	chr20	20033158	20341346	20279031	20322474	0.783731	0.000794533	0.000461515	3.66066	0.000218444	-0.668385	0.039569
LOC101929608	chr20	21591425	21684223	21608081	21683959	-0.483285	0.000600377	0.000839281	6.24463	5.69339e-07	-3.96154	0
LINC01432	chr20	22034728	22055292	22034923	22049076	-1.57985	0.000103398	0.000309097	5.50709	3.11105e-06	4.54513	0.395258
LINC01432	chr20	22034728	22055292	22049327	22054025	-2.05209	0.000131709	0.000546205	3.22287	0.000598592	1.92012	0.221618
LOC284788	chr20	22380971	22401281	22382101	22387266	-2.00348	0.000103241	0.000413963	7.29625	5.05533e-08	4.59485	-0.901804
LINC00261	chr20	22541192	22559280	22548524	22559147	-0.975466	0.000103011	0.000202549	3.71568	0.00019245	4.67151	0.742461
LINC01384	chr20	22568160	22588155	22570050	22587983	-1.4938	0.00011617	0.000327171	4.17486	6.68565e-05	2.37751	0.328738
LINC01431	chr20	23337231	23338764	23337607	23337687	1.36822	0.254912	0.0987453	5.58992	2.57086e-06	-0.568945	-0.658558
CST13P	chr20	23499783	23522655	23501746	23514834	-1.09526	0.000133075	0.000284316	3.89117	0.000128479	0.210722	-1.01881
CST9L	chr20	23545370	23549386	23545675	23546610	-4.45457	0.000150145	0.00329208	4.64739	2.2522e-05	1.55281	-0.0940178
CST9L	chr20	23545370	23549386	23546725	23548847	-2.51634	0.000170903	0.000977785	3.49209	0.000322037	1.1877	-0.802101
CST9	chr20	23583047	23586610	23584372	23586246	-1.44942	0.000152701	0.000417025	2.13104	0.00739536	1.01229	-0.670091
CST4	chr20	23666277	23669662	23666615	23667724	-2.13548	0.000161585	0.00070998	2.83148	0.00147407	1.36769	-2.0733
CST4	chr20	23666277	23669662	23667839	23669378	-2.38629	0.000118693	0.000620541	2.04433	0.00902965	2.58922	0.223044
CST2	chr20	23804404	23807312	23805961	23807069	-2.48409	0.0001	0.00055948	3.01202	0.000972702	-1.71791	0.249612
FLJ33581	chr20	24180403	24205224	24180471	24191984	-2.31253	0.000107181	0.000532428	3.26613	0.00054184	3.38297	-1.39473
ACSS1	chr20	24986866	25038818	25013343	25028720	1.86722	0.0488609	0.0133929	13.6039	2.48939e-14	-0.969847	-1.24711
VSX1	chr20	25051521	25063015	25053280	25058320	2.04189	0.00360124	0.000874542	5.40309	3.95281e-06	-1.83272	0.0816981
LOC101926889	chr20	25165308	25177528	25176504	25177258	2.1951	0.0196043	0.00428117	7.73332	1.8479e-08	-0.203088	-1.04605
MIR663AHG	chr20	26167655	26189869	26188915	26189758	0.0147701	0.0703236	0.0696073	3.47297	0.000336537	-0.00548926	0
DEFB116	chr20	29891015	29896388	29891257	29896321	-1.80624	0.000216376	0.000756731	2.6302	0.00234318	0.648607	-0.515909
DEFB119	chr20	29964966	29978452	29977034	29978225	-2.86343	0.000169525	0.00123371	3.03783	0.000916579	1.24373	0.0985768
DEFB121	chr20	29992648	30000641	29994070	30000424	-1.31885	0.000180784	0.000450995	2.65214	0.00222769	0.805133	0.176205
COX4I2	chr20	30225691	30232800	30226903	30227735	-1.54391	0.00088584	0.00258296	2.73308	0.00184893	-0.546446	-2.84824
COX4I2	chr20	30225691	30232800	30227901	30231206	-1.50395	0.000958961	0.00271979	3.19442	0.000639112	-0.479739	-2.18837
MYLK2	chr20	30407178	30422500	30408350	30409241	-2.5603	0.0001	0.00058983	2.12978	0.00741693	-1.11198	-0.857026
MYLK2	chr20	30407178	30422500	30412156	30414407	-1.76354	0.000210099	0.000713347	2.38938	0.0040796	0.892301	-1.7195
MYLK2	chr20	30407178	30422500	30418945	30419505	-3.69429	0.0001	0.00129447	3.01202	0.000972702	-2.81537	0.102633
POFUT1	chr20	30795696	30826467	30805727	30816065	1.4063	0.0952098	0.0359206	12.6832	2.07408e-13	-0.900439	-0.833405
NOL4L	chr20	31030862	31172875	31098472	31099017	5.33996	0.103962	0.00256677	10.9219	1.197e-11	-0.329642	-1.82492
LOC101929698	chr20	31097762	31108088	31098472	31099017	5.28171	0.109423	0.00281291	10.8853	1.30234e-11	-1.16206	-0.63653
SUN5	chr20	31571581	31592239	31573710	31575465	-2.05989	0.000151203	0.000630451	2.94451	0.00113629	1.50523	-0.562648
SUN5	chr20	31571581	31592239	31589085	31590392	-2.02407	0.000292187	0.00118841	2.52882	0.00295922	0.55868	0.0928484
BPIFB2	chr20	31595384	31611515	31609606	31611147	-1.45391	0.000114184	0.000312807	2.06953	0.00852069	2.90781	-3.00864
BPIFB6	chr20	31619454	31631853	31627327	31628056	-2.21814	0.000274465	0.00127706	2.40896	0.00389977	0.628334	0.0951171
BPIFA1	chr20	31823802	31831115	31825678	31825860	-1.2754	0.00780806	0.0189006	2.74317	0.00180646	0.0112826	-0.0230187
BPIFA1	chr20	31823802	31831115	31830368	31830912	-2.32437	0.000345419	0.00173002	2.17348	0.00670682	0.481031	-1.21281
BPIFB1	chr20	31870941	31897684	31873995	31876546	-2.32024	0.000154898	0.000773586	2.48809	0.00325019	-1.45844	0.160572
BPIFB1	chr20	31870941	31897684	31877799	31878762	-1.83335	0.000272083	0.000969605	2.33113	0.00466518	0.635243	-1.11205
BPIFB1	chr20	31870941	31897684	31878913	31879712	-3.52704	0.000163447	0.00188417	2.25964	0.00549997	-0.802143	-1.25031
BPIFB1	chr20	31870941	31897684	31893872	31894716	-1.6624	0.000235075	0.000744112	2.10998	0.00776287	0.777505	0.175401
MAP1LC3A	chr20	33134688	33148149	33137834	33146500	1.17993	0.0248016	0.0109468	9.11415	7.6887e-10	-0.746141	-1.18293
MYH7B	chr20	33543638	33590240	33574793	33574951	1.41172	0.0461343	0.0173402	3.93936	0.000114985	-1.53966	-0.767732
MYH7B	chr20	33543638	33590240	33576066	33577542	2.76611	0.391389	0.0575344	13.8701	1.34858e-14	-0.264928	-0.281775
MYH7B	chr20	33543638	33590240	33578629	33578806	2.82241	0.668816	0.0945533	13.0396	9.12949e-14	-0.658251	-0.651539
MYH7B	chr20	33543638	33590240	33581029	33581136	2.82169	0.642538	0.0908839	12.8014	1.57969e-13	-1.01561	-0.915555
MYH7B	chr20	33543638	33590240	33581274	33581948	2.36006	0.420098	0.0818281	13.2196	6.03133e-14	-1.06932	-0.933617
MYH7B	chr20	33543638	33590240	33582205	33583138	2.603	0.664809	0.109425	13.5022	3.14614e-14	-0.497787	-0.595711
MYH7B	chr20	33543638	33590240	33585444	33586097	1.88773	0.061209	0.0165406	11.514	3.06227e-12	-0.540184	-0.871121
MMP24	chr20	33814539	33864804	33814788	33834642	3.03402	0.0176714	0.00215745	14.4946	3.20202e-15	-0.0418757	0
MMP24	chr20	33814539	33864804	33842558	33851593	2.20962	0.181532	0.0392455	13.7674	1.70837e-14	-0.609839	-0.220882
MMP24	chr20	33814539	33864804	33859639	33862074	1.32407	0.195546	0.0781023	13.3605	4.35993e-14	-1.07344	-0.681145
CEP250	chr20	34043223	34099803	34043573	34046124	1.45544	0.0333522	0.0121616	8.85084	1.40982e-09	-0.711651	-1.17251
CEP250	chr20	34043223	34099803	34078631	34079037	1.04367	0.702669	0.340859	10.8501	1.41209e-11	-0.869251	-0.583775
C20orf173	chr20	34108570	34117481	34110689	34110836	2.40327	0.0122532	0.00231629	2.72596	0.00187949	-0.862252	-1.29521
FER1L4	chr20	34146507	34195484	34152275	34152423	7.85486	1.6273	0.00702941	13.259	5.50797e-14	-0.838165	-1.11354
FER1L4	chr20	34146507	34195484	34173199	34183398	3.13722	0.0468646	0.00532656	11.29	5.12883e-12	-2.19561	-0.514536
FER1L4	chr20	34146507	34195484	34189912	34190028	3.60131	0.0720072	0.00593298	6.2087	6.18445e-07	-0.716061	-0.170369
FER1L4	chr20	34146507	34195484	34190530	34190610	3.85241	0.319697	0.0221334	9.38907	4.0825e-10	-2.57332	-0.597023
SCAND1	chr20	34541539	34543281	34542262	34542369	-0.345124	1.64876	2.09436	3.08	0.000831759	-0.793836	-1.23322
CNBD2	chr20	34556503	34618622	34562878	34563870	-0.721732	0.0044363	0.00731617	2.92365	0.0011922	-0.88532	-0.457221
TGIF2	chr20	35201876	35222355	35202149	35202956	-0.48669	0.0412601	0.0578147	3.29212	0.000510369	-1.69742	-0.89983
SOGA1	chr20	35405845	35492087	35406235	35412177	2.15223	1.21451	0.273221	14.5156	3.05047e-15	-0.97067	-1.04394
TLDC2	chr20	35504524	35522634	35517807	35520226	3.04543	0.456011	0.0552345	12.3513	4.45361e-13	-0.111767	-0.11316
SRC	chr20	35973088	36033835	35973291	35974530	-0.947484	0.00308802	0.00595528	2.42684	0.00374251	-0.84742	-0.466769
NNAT	chr20	36149607	36152090	36149806	36150759	0.652971	0.317513	0.201929	5.4022	3.961e-06	-0.92931	-1.02064
LINC00489	chr20	36247700	36251521	36250603	36251230	-2.96219	0.0001	0.000779308	3.01202	0.000972702	-1.42866	-0.709998
VSTM2L	chr20	36531499	36573747	36561992	36572382	2.11493	0.00881845	0.0020358	10.4107	3.88411e-11	-0.892458	-2.53818
KIAA1755	chr20	36838907	36889174	36842146	36845654	-1.66562	0.000134671	0.000427244	2.03356	0.00925646	0.826161	-0.044199
KIAA1755	chr20	36838907	36889174	36848171	36850850	-1.24952	0.000210485	0.000500452	2.44894	0.00355678	0.85128	-1.11377
KIAA1755	chr20	36838907	36889174	36856643	36859603	-2.1359	0.000149042	0.000655057	4.76317	1.72514e-05	1.43226	-1.57986
KIAA1755	chr20	36838907	36889174	36859728	36867929	-1.77341	0.00014522	0.000496452	5.14007	7.2432e-06	1.36038	-2.56862
LBP	chr20	36974814	37005653	36997807	36999381	-2.56112	0.000131907	0.00077847	3.87011	0.000134862	-1.21037	0.151861
ARHGAP40	chr20	37230577	37279295	37274831	37275599	-2.40464	0.0001	0.000529505	3.01202	0.000972702	-1.58915	0.265122
LOC339568	chr20	37842424	37853391	37844306	37844589	-3.57663	0.000185237	0.00221003	2.06953	0.00852069	1.10248	-1.3008
PTPRT	chr20	40701392	41818557	40714494	40727060	-1.13435	0.000260582	0.000572029	4.98805	1.0279e-05	-1.94666	-0.791971
PTPRT	chr20	40701392	41818557	40911166	40944362	-0.959811	0.000151088	0.000293875	3.7829	0.000164853	-5.01141	0.237132
PTPRT	chr20	40701392	41818557	41076970	41100905	-2.23065	0.0002009	0.000942918	5.80817	1.55537e-06	-1.83339	0.0519244
PTPRT	chr20	40701392	41818557	41314472	41314584	-3.89946	0.0001	0.0014923	2.12978	0.00741693	0.426771	-0.603702
PTPRT	chr20	40701392	41818557	41400191	41408857	-1.71032	0.000106904	0.000349825	2.25964	0.00549997	3.57575	0.402604
SRSF6	chr20	42086504	42092244	42087150	42087792	1.06406	5.45618	2.60961	12.546	2.84467e-13	-0.833212	-1.64534
L3MBTL1	chr20	42136320	42170535	42136385	42142198	2.06658	0.00346426	0.000827005	5.01905	9.5709e-06	-0.658284	-1.07027
MYBL2	chr20	42295659	42345136	42295944	42302445	2.07297	0.0122531	0.00291219	10.2777	5.2764e-11	-0.834376	-3.93043
TOX2	chr20	42543492	42698254	42544849	42583787	4.70462	0.030969	0.00118767	11.3456	4.51237e-12	-0.241923	-1.46779
TOX2	chr20	42543492	42698254	42583913	42602006	3.87476	0.012291	0.000837854	8.7147	1.92887e-09	-1.96129	-0.955349
JPH2	chr20	42740337	42816218	42742144	42743421	-2.52704	0.000165562	0.000954284	2.99098	0.00102098	-0.338135	-1.25693
JPH2	chr20	42740337	42816218	42743517	42744304	-3.29356	0.000129273	0.00126756	3.7438	0.000180387	2.09283	-1.18098
GDAP1L1	chr20	42875739	42909557	42876155	42885792	3.87288	0.00949203	0.000647896	11.9292	1.17716e-12	-0.459266	-0.517911
GDAP1L1	chr20	42875739	42909557	42885986	42887016	1.95993	0.00572869	0.00147251	4.43813	3.64645e-05	-1.1049	-0.40367
GDAP1L1	chr20	42875739	42909557	42887248	42891869	3.30317	0.00883923	0.000895494	10.2005	6.30177e-11	-0.615518	-1.66386
GDAP1L1	chr20	42875739	42909557	42893200	42907596	3.73971	0.00945958	0.00070812	12.1035	7.87873e-13	-1.26274	0.0460003
HNF4A	chr20	42984441	43061485	43031285	43034697	-2.07677	0.000125198	0.000528162	3.15854	0.000694168	2.14583	0.229824
LINC01430	chr20	43077417	43079197	43078731	43079176	-2.97588	0.000305156	0.00240077	2.9677	0.00107721	-0.630768	-0.318264
TTPAL	chr20	43104526	43123244	43104632	43107263	0.609977	0.344311	0.225595	8.65597	2.20817e-09	-0.544867	-0.71069
LINC01260	chr20	43285092	43300380	43285693	43287635	1.89495	0.00869875	0.00233895	3.47151	0.000337671	-1.70318	-0.489764
RIMS4	chr20	43380445	43438979	43385679	43386310	-2.693	0.0001	0.000646656	2.12978	0.00741693	-1.64362	0.222948
KCNS1	chr20	43720950	43729753	43727337	43727801	2.59306	0.0327201	0.00542282	3.93388	0.000116446	-0.332657	-0.253354
WFDC12	chr20	43752067	43753106	43752585	43752747	3.55725	0.0117275	0.000996244	2.50752	0.00310798	-0.849167	-1.2649
RBPJL	chr20	43935483	43946464	43940595	43940860	-3.17244	0.000194505	0.00175359	2.04433	0.00902965	1.02569	0.0750482
RBPJL	chr20	43935483	43946464	43942785	43943052	-3.46766	0.000231745	0.00256378	2.04433	0.00902965	0.803543	-0.321486
SPINT3	chr20	44141101	44144264	44141485	44144172	-1.03078	0.000233074	0.0004762	2.33113	0.00466518	0.775412	-2.00407
WFDC6	chr20	44162836	44168134	44163145	44164918	-1.6801	0.000357386	0.00114525	2.18727	0.00649732	-1.32108	-0.963766
EPPIN-WFDC6	chr20	44164919	44176065	44166190	44166602	-3.08002	0.00012863	0.00108773	2.06953	0.00852069	-0.204882	0.0518121
EPPIN-WFDC6	chr20	44164919	44176065	44168135	44169264	-1.80777	0.000346609	0.00121348	4.47346	3.36158e-05	0.485065	-1.53273
WFDC9	chr20	44236578	44259907	44238879	44243266	-1.86231	0.00010468	0.000380607	3.77202	0.000169038	-0.445284	-0.940669
WFDC9	chr20	44236578	44259907	44258544	44259508	-2.86115	0.000129254	0.000939154	2.06953	0.00852069	2.09353	0.143449
WFDC10A	chr20	44258385	44259831	44258544	44259508	-2.97065	0.000130446	0.00102255	2.06953	0.00852069	2.0511	0.131201
WFDC3	chr20	44402847	44420547	44418622	44420470	-0.983884	0.00204533	0.00404521	3.22681	0.000593191	-0.614228	-0.57955
SNX21	chr20	44462470	44471914	44463108	44463597	1.30402	0.0374756	0.0151775	5.05693	8.77139e-06	-0.902663	-0.880325
SNX21	chr20	44462470	44471914	44463756	44469086	1.37467	0.150733	0.0581289	12.6047	2.48498e-13	-0.839113	-0.54526
SLC12A5	chr20	44650329	44688789	44681766	44682216	-2.24545	0.0001	0.000474186	2.12978	0.00741693	-1.64553	-0.977754
CDH22	chr20	44802372	44937137	44803717	44806584	-2.26481	0.00255184	0.0122639	9.4914	3.22554e-10	-0.493167	-0.446575
CDH22	chr20	44802372	44937137	44815345	44815464	-1.88489	0.00700552	0.0258732	3.53054	0.000294753	-0.632837	-0.969054
CDH22	chr20	44802372	44937137	44828199	44838945	-2.6695	0.00190843	0.0121416	11.2584	5.51508e-12	-0.863089	-0.706608
CDH22	chr20	44802372	44937137	44839200	44841633	-3.04906	0.00210391	0.0174135	11.9263	1.18486e-12	-0.105584	-0.114589
CDH22	chr20	44802372	44937137	44856267	44869601	-1.96547	0.000381125	0.00148844	10.3239	4.7432e-11	-0.86167	0.00719766
CDH22	chr20	44802372	44937137	44869897	44879678	-2.20951	0.000259643	0.00120089	12.3109	4.88759e-13	-0.934672	-0.877555
CDH22	chr20	44802372	44937137	44880333	44936893	-2.40804	0.000288268	0.00152999	13.0796	8.32489e-14	-0.480463	-0.360488
SLC13A3	chr20	45186462	45313124	45280101	45298681	3.75286	0.00787688	0.000584295	12.6643	2.16633e-13	-0.0846223	-2.1157
SLC13A3	chr20	45186462	45313124	45298779	45313003	1.66977	0.0357065	0.0112226	11.216	6.08065e-12	-0.677647	-0.777353
SLC2A10	chr20	45338279	45364985	45358128	45362394	-1.55427	0.000533651	0.00156726	2.79589	0.00159998	-2.15117	-0.353831
LINC01522	chr20	46608837	46618861	46617487	46618758	-1.51597	0.000284444	0.000813483	2.94451	0.00113629	0.608924	0.152266
KCNB1	chr20	47988505	48099181	47991530	48098450	-1.24362	0.000242787	0.000574898	3.97338	0.000106322	-1.50207	-0.664738
PTGIS	chr20	48120411	48184707	48127717	48129616	-3.65539	0.0001	0.00126003	4.7653	1.71674e-05	-2.24511	-0.345489
PTGIS	chr20	48120411	48184707	48156259	48160841	-1.93269	0.00032966	0.00125853	2.72818	0.00186993	-0.335892	-0.93193
UBE2V1	chr20	48697661	48732496	48712808	48713208	1.24228	1.58929	0.671799	13.8907	1.28615e-14	-0.931766	-0.900359
LINC01272	chr20	48884023	48896332	48892273	48894027	5.57651	0.0155841	0.000326576	8.67068	2.13461e-09	-0.303998	-1.9
FAM65C	chr20	49202645	49308067	49219182	49221181	-1.03992	0.0141174	0.0290271	6.57608	2.65413e-07	-1.11725	-0.749122
FAM65C	chr20	49202645	49308067	49225072	49225149	-1.80696	0.0101004	0.0353415	4.78034	1.65829e-05	-1.4383	-0.898138
FAM65C	chr20	49202645	49308067	49226260	49227389	-1.45232	0.0133829	0.0366218	7.37191	4.24711e-08	-0.226912	-0.143991
FAM65C	chr20	49202645	49308067	49262424	49276402	-1.1266	0.000895129	0.00195446	5.30158	4.99363e-06	-0.718567	-0.679133
LOC100506175	chr20	49262008	49276828	49262424	49276402	-1.18278	0.00094436	0.00214383	5.55533	2.784e-06	-0.895436	-1.65681
TSHZ2	chr20	51588946	52111869	51802216	51870037	3.23403	0.00311414	0.000330977	2.0499	0.0089146	-1.10506	-0.454849
LOC101927770	chr20	52169309	52191847	52169627	52173176	1.22316	0.00354506	0.0015185	3.1501	0.000707783	-1.3439	0.0284288
LOC101927770	chr20	52169309	52191847	52173295	52179287	1.49549	0.00953492	0.00338167	7.35444	4.42139e-08	-0.72696	-1.04244
LOC101927770	chr20	52169309	52191847	52185804	52186810	0.983618	0.528784	0.267411	7.85271	1.40375e-08	-0.0463217	-0.0327117
DOK5	chr20	53092011	53267710	53208345	53226926	-0.843236	0.000156485	0.000280745	2.11135	0.00773837	-0.329208	0.204723
LINC01441	chr20	54036874	54043735	54038901	54039580	-2.41514	0.0001	0.000533372	2.12978	0.00741693	-0.830285	-0.447831
LINC01441	chr20	54036874	54043735	54040149	54042408	-1.44825	0.000117112	0.000319572	2.04433	0.00902965	2.6904	0.470228
LINC01440	chr20	54039581	54043329	54040149	54042408	-1.44825	0.000117112	0.000319572	2.04433	0.00902965	2.6904	-1.34566
CBLN4	chr20	54572413	54580528	54575904	54578936	-1.65682	0.000188651	0.000594857	2.92141	0.00119836	1.05634	0.212528
FAM210B	chr20	54933983	54943718	54934248	54940142	2.73783	0.0124138	0.00186095	9.09906	7.96058e-10	-0.784623	-1.4272
CASS4	chr20	54987168	55034396	54987271	54987313	4.07706	0.137828	0.00816622	7.44881	3.55785e-08	-0.493873	-0.519751
GCNT7	chr20	55066548	55100981	55092258	55093142	-1.13282	0.120869	0.265049	11.4013	3.96873e-12	-1.6719	-0.90413
GCNT7	chr20	55066548	55100981	55100114	55100838	-0.209217	0.454294	0.525191	2.93035	0.00117395	-0.661473	-0.525847
TFAP2C	chr20	55204358	55214338	55204649	55206260	-2.33939	0.0001	0.000506088	4.7653	1.71674e-05	-1.17811	0.253262
PMEPA1	chr20	56223448	56286592	56265681	56284529	-3.69211	0.0100202	0.129512	13.1212	7.56542e-14	-0.639832	-0.525404
ANKRD60	chr20	56791182	56803709	56793862	56796393	-2.77831	0.000154791	0.00106195	5.18651	6.50864e-06	-0.905116	-0.108169
ANKRD60	chr20	56791182	56803709	56798239	56803279	-1.48827	0.000151278	0.000424415	4.31005	4.8972e-05	1.37083	0.231671
APCDD1L	chr20	57034160	57089994	57045804	57088872	1.65161	0.00143498	0.000456732	7.80798	1.55605e-08	-0.941978	0.0581682
NPEPL1	chr20	57264187	57290900	57266284	57266460	1.68024	0.974082	0.303943	11.9666	1.07989e-12	-0.803683	-0.68779
NPEPL1	chr20	57264187	57290900	57268107	57268792	1.13407	0.413121	0.18823	9.1806	6.59787e-10	-0.714485	-0.778
GNAS	chr20	57414773	57486251	57415942	57416656	2.5363	0.00520584	0.000897406	3.06021	0.000870549	-0.998378	-1.18828
GNAS	chr20	57414773	57486251	57416931	57428035	2.96167	0.00599502	0.000769551	12.509	3.09758e-13	-0.645761	-1.87722
GNAS	chr20	57414773	57486251	57431269	57438810	4.18524	0.0109338	0.00060102	13.2832	5.20954e-14	-0.101736	-1.97023
GNAS	chr20	57414773	57486251	57439194	57442540	2.63419	0.00500676	0.00080647	7.50085	3.15609e-08	-0.211266	-1.65201
GNAS	chr20	57414773	57486251	57442628	57456790	3.69399	0.0330581	0.00255433	13.0595	8.72047e-14	-0.0345366	-0.761593
GNAS	chr20	57414773	57486251	57456854	57457971	1.75584	0.0131215	0.00388529	5.91328	1.22102e-06	-0.0843021	-0.535585
GNAS	chr20	57414773	57486251	57458085	57463467	2.03985	0.0481882	0.0117188	10.9046	1.24559e-11	-0.0237816	-0.203597
GNAS	chr20	57414773	57486251	57464409	57466357	0.578886	0.436943	0.292525	2.32034	0.00478251	-0.921105	-0.58626
TUBB1	chr20	57594309	57601709	57594635	57597899	-0.798416	0.144859	0.251937	7.17743	6.64612e-08	-2.42156	-0.114673
TUBB1	chr20	57594309	57601709	57598656	57598759	-0.795472	0.452982	0.786217	6.46386	3.43669e-07	-2.70471	-0.823888
PHACTR3	chr20	58152564	58422766	58203872	58251715	-1.54658	0.000121334	0.000354447	2.03085	0.00931435	1.31612	0.283988
PHACTR3	chr20	58152564	58422766	58342451	58348333	-1.07147	0.0001	0.000210158	3.88769	0.000129512	-2.75344	0.749861
PHACTR3	chr20	58152564	58422766	58348509	58349297	-1.96869	0.0001	0.000391413	2.12978	0.00741693	-1.86306	0.389413
PHACTR3	chr20	58152564	58422766	58415486	58416449	2.90946	0.00401848	0.000534844	2.92588	0.0011861	-1.3034	0.274251
PHACTR3	chr20	58152564	58422766	58416591	58420243	3.3203	0.00337873	0.000338254	6.1877	6.49086e-07	-1.98108	0.376956
PHACTR3	chr20	58152564	58422766	58420321	58422169	4.10926	0.00321675	0.000186383	4.16508	6.83789e-05	-1.45727	1.04888
FAM217B	chr20	58508819	58523702	58508909	58511886	1.45265	0.0328498	0.0120016	9.14734	7.12294e-10	-0.407861	-0.897988
C20orf197	chr20	58630980	58648008	58634042	58644887	2.32182	0.00408002	0.000816063	7.98759	1.02899e-08	-1.1568	0.0331155
CDH4	chr20	59827482	60515673	60318846	60348058	-0.791574	0.000140237	0.000242744	2.12473	0.00750357	-1.30187	0.346678
CDH4	chr20	59827482	60515673	60503482	60504666	1.32811	0.0133898	0.00533302	3.73263	0.000185082	-0.75874	-0.791543
SLCO4A1	chr20	61273797	61303647	61273906	61287710	3.96576	0.232858	0.0149031	14.6423	2.2787e-15	-0.850026	-2.11918
NTSR1	chr20	61340189	61394123	61341274	61386036	0.844911	0.00109262	0.00060831	2.16727	0.00680348	-0.522342	-0.993386
NTSR1	chr20	61340189	61394123	61386239	61389617	2.52984	0.00212817	0.000368508	3.46545	0.000342416	-0.915425	-2.09442
OGFR	chr20	61436177	61445352	61436383	61438888	1.54936	2.09876	0.717065	12.2352	5.81794e-13	-0.577906	-1.3224
COL9A3	chr20	61448414	61472511	61451335	61452532	4.12428	0.00596483	0.000342031	2.61106	0.00244875	-3.00937	0.455443
COL9A3	chr20	61448414	61472511	61453985	61455796	3.34168	0.00414732	0.000409094	3.92909	0.000117736	-4.42002	0.353436
COL9A3	chr20	61448414	61472511	61458173	61458592	2.07482	0.0105508	0.00250438	2.04813	0.00895106	-2.48293	-0.52832
COL9A3	chr20	61448414	61472511	61458647	61459274	4.06031	0.0234291	0.00140437	3.55982	0.000275535	-1.93002	0.0821982
COL9A3	chr20	61448414	61472511	61461941	61463505	4.09431	0.0427135	0.00250065	7.1186	7.61021e-08	-0.9429	0.023698
COL9A3	chr20	61448414	61472511	61463542	61464371	4.78201	1.625	0.0590642	14.4946	3.20202e-15	-0.202561	-0.259932
COL9A3	chr20	61448414	61472511	61467686	61467829	4.54864	7.0484	0.301171	14.4315	3.70258e-15	-0.822941	-0.777075
GID8	chr20	61569441	61579827	61569606	61572842	0.281905	0.982786	0.808346	2.21502	0.00609507	-0.435108	-0.751752
SLC17A9	chr20	61583999	61599949	61594107	61594624	-0.524344	1.16332	1.67318	4.76476	1.71887e-05	-0.954156	-1.21787
COL20A1	chr20	61924538	61962285	61937392	61938841	-1.67362	0.00317716	0.0101355	4.13927	7.25659e-05	-0.733609	-0.783033
COL20A1	chr20	61924538	61962285	61943902	61944143	-3.04227	0.000796041	0.00655767	4.46488	3.42863e-05	-2.10222	-0.995145
COL20A1	chr20	61924538	61962285	61957502	61958103	-1.48414	0.00084236	0.0023565	2.34933	0.00447374	-2.46352	-0.996486
COL20A1	chr20	61924538	61962285	61959851	61960936	-1.58846	0.00100549	0.00302381	2.70315	0.00198086	-1.84918	-0.834347
LOC100130587	chr20	61991340	62002529	61992749	61993169	-2.21589	0.000144778	0.000672596	2.01929	0.00956558	1.66013	0.204496
SRMS	chr20	62171277	62178857	62172353	62172543	3.26981	0.588212	0.0609851	12.9401	1.14799e-13	-1.29534	-0.912178
SRMS	chr20	62171277	62178857	62173675	62173792	2.42768	0.476658	0.0885939	9.36472	4.31793e-10	-0.983403	-0.728781
C20orf195	chr20	62184373	62188035	62184455	62187006	1.40217	0.304753	0.115306	7.25092	5.61157e-08	-0.962337	-0.916012
RTEL1-TNFRSF6B	chr20	62289163	62330051	62328545	62328680	2.9648	0.348116	0.0445893	10.7634	1.72415e-11	-0.734497	-2.05599
TNFRSF6B	chr20	62328004	62330051	62328545	62328680	2.9648	0.348116	0.0445893	10.7634	1.72415e-11	-0.714118	-1.97295
DNAJC5	chr20	62526455	62567384	62526677	62550801	1.82529	0.0888087	0.0250604	13.4414	3.6191e-14	-0.45156	-0.410912
DNAJC5	chr20	62526455	62567384	62550986	62551025	1.99774	0.405711	0.101587	2.21635	0.0060764	-0.111532	-0.112219
DNAJC5	chr20	62526455	62567384	62551050	62551076	1.99425	0.45396	0.113943	2.80231	0.00157647	-0.100088	-0.100463
UCKL1	chr20	62571182	62587800	62572898	62573983	1.44643	9.66068	3.54477	8.1629	6.87223e-09	-0.569971	-0.622856
LINC00176	chr20	62665697	62671315	62667401	62667489	1.24205	0.11693	0.0494349	2.90209	0.00125287	-0.743299	-0.844847
